user,rating,komentar,timestamp,sentimen,platform
Daus Safiq,3,apa sangkuta nya frame ikiyi dengan go-jek?,14/04/2026 23:17,netral,Google Maps
Mohammad fajri,5,apk supert lengkap dna banyak promonya,14/04/2026 22:54,positif,Google Maps
Arni Arni,5,sangat muda,14/04/2026 22:34,positif,Google Maps
Sultony Tony,5,cepat dan amanah,14/04/2026 22:33,positif,Google Maps
Dede Hariyanto,5,driver ny jujur,14/04/2026 22:18,positif,Google Maps
Sunardi Indrawan,1,"sumpah jelek bener sekarang, order makan hampir 1 jam gak dapat dapat driver nya, kecewa",14/04/2026 22:13,negatif,Google Maps
panji sentraland,1,aplikasi bangsatt,14/04/2026 21:36,negatif,Google Maps
Sari Yunita,5,yaa,14/04/2026 21:06,positif,Google Maps
Danan Budi,5,aplikasi ok gak ribet&sat set,14/04/2026 20:50,positif,Google Maps
Ayang Ku,5,nyaman banget pake gojek,14/04/2026 20:37,positif,Google Maps
PG-TK ISLAM RAHMAT,4,"ok, tapi kadang2 saat memesan berganti sampai 3 - 4 kali, baru dapat",14/04/2026 20:29,positif,Google Maps
rozi akbar,1,"driver seenaknya membatalkan pesanan, sekalinya driver ngantar makan dan kita telat ambil, kita dah dapat penilaian buruk. tiba driver nya yg Gonta ganti gimana? udah dapat driver malah dibatalin, beganti driver juga dibatalin. ujungnya? ya benar, kamu bisa membatalkan pesanan. kita bukan nunggu sebentar, lama banget sampai dapat driver. sekalinya dapat malah ga dikelarin. ciptain sistem yg adil dong om gojek, khususnya untuk kami costumer pengguna baru 🙏🏻",14/04/2026 20:23,negatif,Google Maps
Jennie Janella,5,Memuaskan ...,14/04/2026 20:12,positif,Google Maps
Johanes Damanik,1,NOTIFIKASI GANGGUUUUUUUUUHHYU,14/04/2026 20:09,negatif,Google Maps
Marina Maryke,5,mantul 👍,14/04/2026 19:59,positif,Google Maps
Sigit Yanuardi,5,good,14/04/2026 19:54,positif,Google Maps
Asep Rizkiawan,5,oke good,14/04/2026 19:54,positif,Google Maps
Mita Kinanti,5,"aman,nyaman,tepat waktu",14/04/2026 19:51,positif,Google Maps
Uriel Aja,5,bagus2 saya suka,14/04/2026 19:44,positif,Google Maps
AMAN HUTABARAT,5,sebenarnya ada bbrp driver yg buat kecewa ...apalagi klw kita Uda nunggu lama ni tiba2 d bilang cancel .d stu but palaknya Krn ngak dari awal JD bisa cari yg lain. itu aja sih.tp wlpun gtu tp ttp LBH banyak yg baik ya. saran AQ sih ttp d perbaiki . .klw bisa pelayanan sempurna knpa ngak iya kan . .klw bagus pelayanan jgn bintang 🌟tips aja kurasa custumer itu ngak ruginya kasihnya tp klw bisa driver2nya perlu jg d edukasi tentang bagaimana sikap rmah tamah G BAU ..g JOROK .dan berantakan .,14/04/2026 19:41,negatif,Google Maps
Dewi Nahdatul,5,ok bgt,14/04/2026 19:34,positif,Google Maps
Callista Vania Sitohang,2,"Tolong di perbaiki, ini entah dari rating driver ke saya atau gimana (saya kurang tahu, saya sering sekali kasih driver 5 bintang) tapi hari ini ngebuat saya sulit dapat driver padahal ga hujan atau apapun juga tidak dapat², sudah lebih dari 2 jam saya nunggu, saya sempatin untuk off dan nunggu beberapa jam untuk mengira mungkin cuaca sebelumnya hujan, namun setelah hujan sudah reda dan sudah tidak hujan lagi justru saya tetep tidak dapat driver untuk pulang. Bagaimana ini admin gojek (?)",14/04/2026 19:33,negatif,Google Maps
bernadus cia,5,one stop super apps yg ngelonin parah.. bikin malas tambah malas,14/04/2026 19:25,positif,Google Maps
Muhammad RAZAQ,1,Harusnya ada opsi pembatalan bagi pembeli jika pesanannya terlalu lama,14/04/2026 19:24,negatif,Google Maps
Dea Megaatululum,5,baik,14/04/2026 19:24,positif,Google Maps
Sarga,5,Aplikasi sangat membantu kebutuhan sehari².,14/04/2026 19:20,positif,Google Maps
Amelia Rifki,1,"bintang satu bgt pdhl posisi mau hujan tp gada yg ngambil orderan uda beberapa kali coba pas ada yang nerima ga gerak sama sekali sampe 10 menitan, alhasil saya cancel coba order lagi gada yang Nerima padahal posisi pada Deket dari posisi saya.",14/04/2026 19:20,negatif,Google Maps
Kyzenn XD,1,pacar saya nyasar karena kamu,14/04/2026 19:12,negatif,Google Maps
Yul Yani,5,verri good,14/04/2026 19:08,positif,Google Maps
Putri Mawarni,1,"makin kesini makin ga jelas driver sulit padahal ga ujan, argo makin mahal",14/04/2026 18:36,negatif,Google Maps
Fermina Dunik,5,baru pertama kalinya pemesanan gofood.... ternyata mudah👍,14/04/2026 18:29,positif,Google Maps
Nugroho Budiono,1,"driver banyak nolak, sudah prioritas. chat tidak ada respon.",14/04/2026 18:19,negatif,Google Maps
Siti Annisa Maryam,1,"Setiap beli makanan pasti susah dapet driver itu bukan sekali dua kali, bener² di bikin nunggu bisa 1jam lebihh",14/04/2026 18:14,negatif,Google Maps
Ahmad Realme,4,lumayan,14/04/2026 18:13,netral,Google Maps
Fabian,1,drivernya pemalas semua nggak ada yang mau ambil pesenan terutama saat sudah maghrib,14/04/2026 18:09,negatif,Google Maps
Erwin Andriansyah,5,okay,14/04/2026 17:56,positif,Google Maps
Reiz,1,"Aplikasi aneh. Pesan GoCar 3x cancel sendiri padahal driver sudah dekat. Saya sampai kena peringatan. Pesan GoFood malah order di resto yg sebelumnya padahal sudah klik order di resto lain yg juga udah pilih menu & voucher. Awalnya saya ingin kembali setelah dari Grab & Shopee, ternyata makin buruk. Aplikasi yang merugikan. Jadi semakin yakin untuk tidak pakai dan tidak rekomendasikan",14/04/2026 17:53,negatif,Google Maps
Yunnoy Rawung,5,good,14/04/2026 17:53,positif,Google Maps
Samsung A03,5,cepat dan antarnya tepat waktu,14/04/2026 17:48,positif,Google Maps
M Syamil,5,bagus,14/04/2026 17:36,positif,Google Maps
Azqa Rizki,5,sangat membantu,14/04/2026 17:31,positif,Google Maps
Ahmad Pixel,1,aplikasi tolo,14/04/2026 17:27,negatif,Google Maps
M Ilham,5,aplikasi ini sangat bagus sekali,14/04/2026 17:22,positif,Google Maps
jilansukaLemon,2,"sriuz dah, klo ujan dsb, d kritik ny buat yg hemat.. susah nyantol driver nya",14/04/2026 17:18,negatif,Google Maps
M. Rizqi Fajar Ardhani,5,saya beri lima untuk mendukung para pejuang demi diri sendiri atau pun demi keluarga,14/04/2026 17:17,positif,Google Maps
Yuyun Yuhaeni,5,Alhamdulillah...mantaaapp...bisa diandalkan...,14/04/2026 17:15,positif,Google Maps
Winda ningsih,5,pelayanannya oke,14/04/2026 17:06,positif,Google Maps
Rio Apriandi,1,"aplikasi sangat lambat.... Driver dipaksa ikut daftar program di aplikasi,buat apa???😤🤧😡😠🤧😤",14/04/2026 17:04,negatif,Google Maps
Kylan Mbape,5,Baguss,14/04/2026 17:04,positif,Google Maps
Arif Sariffudin,5,sangat bermanfaat,14/04/2026 17:03,positif,Google Maps
Muhammadabdurrahman,1,lama bener dapet pengemudinya klo ujan burik,14/04/2026 16:57,negatif,Google Maps
Cah Yoo,5,bagus apk nya,14/04/2026 16:36,positif,Google Maps
Baehaqi Bay,5,keren,14/04/2026 16:36,positif,Google Maps
Erna Haryati,5,baik drivernya ramah,14/04/2026 16:23,positif,Google Maps
Afria Taqiyudin,5,good sekali,14/04/2026 16:21,positif,Google Maps
Islamiyah Islamiyah,5,gojek mantab,14/04/2026 16:10,positif,Google Maps
Tian Ebenezer,5,"bagus banget aplikasinya , menurut aku lengkap terus ada catatan pengeluaran kita , aku rekomen bgt buat kalian",14/04/2026 16:06,positif,Google Maps
Mursyanto Mirsyanto,5,sangat membantu,14/04/2026 15:59,positif,Google Maps
Naura Syifa,2,"tolong ini kenapa klo di pesan rutenya dikasi yang paling lama, driver juga pada jauh2",14/04/2026 15:44,negatif,Google Maps
Alfahrizi halim,1,"gua tiidak dapat login ke akun gua setelah gua hapus apknya dan di dalam terdapat saldo gua,kalo apknya bakal ngerampok mah gua kaga bakal naro duit disitu gua udah kegitu min belom di tanggalin juga udah tiga hari",14/04/2026 15:41,negatif,Google Maps
Irvan mursidin Mursidin,5,"aplikasi untuk orang pemalas keluar, seperti sayaa heheh",14/04/2026 15:39,positif,Google Maps
Ibi Jibril,5,memudahkan untuk aktivitas jauh hari hari seperti jemput sekolah 👍👍👍,14/04/2026 15:34,positif,Google Maps
Merisa Herlinha,4,oke lah,14/04/2026 15:13,positif,Google Maps
Pengembara19,3,"tolong dong, Kalo daftar Go mart dimudahin, Masa Beli rokok aja ribet harus ke web pdahal udh ada aplikasi. Dan juga, kenapa barang selalu terbatas di go mart, Sering baylnyak kosong. Thanks",14/04/2026 15:13,netral,Google Maps
Susi Silawati,5,Cuma kadang kadang agak susah nyarinya krn kurang personilnya👍👍🙏,14/04/2026 15:02,negatif,Google Maps
twee twee,5,banyak diskonnya,14/04/2026 15:01,positif,Google Maps
Rita Wati,5,pelayanan sangat baik👍😊,14/04/2026 14:48,positif,Google Maps
Vera Amsirillah,5,alhamdulillah semenjak ada aplikasi gojek sgla kbutuhan ku dlm prjlanan jdi lbh mudah dn selalu aman. trimakasih gojek d setiap driver yg ku trima selalu baik.🙏,14/04/2026 14:48,positif,Google Maps
Mochamad Syarif,5,Bauk mantab,14/04/2026 14:38,positif,Google Maps
Airyn Airyn,4,saya suka belanja di gofood tetapi promo nya kurang menarik,14/04/2026 14:36,positif,Google Maps
cry baby,1,"gofood lama banget proses mesan makanannya, susah driver.",14/04/2026 14:27,negatif,Google Maps
Wawan Bule,5,mantappppp,14/04/2026 14:17,positif,Google Maps
Sri Rahayu,5,baik,14/04/2026 14:15,positif,Google Maps
Albert Prayoga,5,cepat,14/04/2026 14:11,positif,Google Maps
Hapid Mulyadi,5,Selama ini ok2 saja,14/04/2026 14:10,positif,Google Maps
rendi hermanato,3,(********0101) nomor lama sudah mati karena telat isi pulsa tetapi WA masih nomor lama yang tarkait gojek bos (********0101) dan email nya sudah hilang dan tidak bisa login email dan dapat kan otp login.. dan saya baru saja mengirim uang ke nomor ya lama sekitar RP. 806.000 apa kah ada solusi min supaya saya bisa login?,14/04/2026 14:07,negatif,Google Maps
Queenybee Kiyoshi,5,bagussss,14/04/2026 14:04,positif,Google Maps
Ahmad Rizki,4,Keren...,14/04/2026 14:02,positif,Google Maps
Nuraina Ahkab,5,keren level dewa,14/04/2026 13:44,positif,Google Maps
Intan Putry,3,"banyak sekali driver yang nerima orderan abis itu complain jauh dan minta d batalin,,dah makin gilak kurasa",14/04/2026 13:44,negatif,Google Maps
Marini,3,biaya penanganan di gofood gak ngotak. belanja 50k biaya penanganan 20k. belum dikenakan biaya ongkir dan lain lain,14/04/2026 13:31,netral,Google Maps
Budi Raharjo,5,cepat dan tepat,14/04/2026 13:21,positif,Google Maps
Ryan Firmansyah,1,kalo ngasih orderan yg bener jek masa jarak pickup sampai 4km yg bener aja nganter 2-3km,14/04/2026 13:16,negatif,Google Maps
Siti Rahmawaty,5,Praktis,14/04/2026 13:16,positif,Google Maps
Muh Iqbal Tobrani,4,ok,14/04/2026 13:10,positif,Google Maps
Tri Astuti,5,baik,14/04/2026 12:47,positif,Google Maps
Siti faridah Mutmainah,5,good,14/04/2026 12:46,positif,Google Maps
DUWI KURNIAWAN,2,"Menurutku ini hancur banget dan kecewa banget parah, padahal saya tidak ada niatan menggunakan voucher promo diskon hingga Rp. 10.000 diaplikasinya, padahal saya ingin menggunakan promo diskon gopay yang Rp.8.000. Terus""an saya buat laporan sampai sekarang tanggapannya benar"" kecewa banget masa gak bisa pengembalian dana walaupun tidak disengaja dan padahal itu juga terjadi kesalahan teknis. Ayolahh Gojek indonesia bantu lah ini hanya kesalahan teknis.",14/04/2026 12:37,negatif,Google Maps
Afwadi Adi,1,"aplikasi gila,di daftar gak bisa, harus nunggu 30 jam",14/04/2026 12:17,negatif,Google Maps
Yudin Siba dua,5,sangat membantu,14/04/2026 12:01,positif,Google Maps
Oktari Napitupulu 666,5,mantap sekali kaka 😂😂😂😂,14/04/2026 11:52,positif,Google Maps
Amin Trisnadi,2,respon terhadap komplain pelanggan sangat lambat dan tidak ada informasi yang jelas,14/04/2026 11:30,negatif,Google Maps
Zaskia Sungkar lestari,1,gojek ongkir mahal dan anter lama Hi guys muda mudi ibu hot ibu muda dan anak-anak yuk ramaikan city plaza mall kita Bumi tangerang barat. murah murah tiap senin sampai Jumat pagi siang sore hari kalo malam sama minggu mahal guys.ada bioskop🎦🎬🎥 ada tempat superindo hokben bermain🎮 👶anak dan tempat selingkuh seruu eh kalo parkir🅿 motor sebelah pintu masuk city plaza mall murah 3000 masuk ke gapura warna ungu jangan parkir motor di dalam mall mahal ribet pake STNK,14/04/2026 11:28,negatif,Google Maps
dokumen tasi,3,"gampang dapetnya sih, tapi tolong metode pembayaran nya tambahin qris kalo bisa... soalnya aku ga pke gopay dan jarang pegang cash ka... gpke m-banking jg 😿",14/04/2026 11:12,netral,Google Maps
Dedi Sobari,5,cepat aman tidak bertele-tele,14/04/2026 11:08,positif,Google Maps
Riyanto,5,jozzzzzz,14/04/2026 10:58,positif,Google Maps
Ali Asyhad,5,ok josss,14/04/2026 10:46,positif,Google Maps
Tes 123,4,"SEMENJAK DIPEGANG GRAB SISTEM JADI HANCUR, APLIKASI SERING BUG KELUAR TIBA2,DAPET DRIVER JAUH,PESEN MAKANAN LAMA DAPAT DRIVERNYA ANCUR SEKARANG PENYEBAB UTAMA ITU DARI GRAB,MUNGKIN MAU DIHANCURIN PELAN2 LEWAT SISTEM BUSUK DARI DALAM SAMA GRAB JANGAN SALAHIN SISTEM YG SEKARANG, HARUSNYA SALAHINN GRAB YG JELAS2 MERUSAK DARI DALAM",14/04/2026 10:38,negatif,Google Maps
Roh Man,5,mantap,14/04/2026 10:30,positif,Google Maps
Hesti Mn,1,30 menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,14/04/2026 10:28,negatif,Google Maps
Hendri Felani,5,driver ramah dan komunikatif,14/04/2026 10:20,positif,Google Maps
Petrus Idi Darmono,5,gaskeun,14/04/2026 10:16,positif,Google Maps
S Sutrisno,5,👍,14/04/2026 10:06,positif,Google Maps
Ribut Syafi'i,5,sangat membantu,14/04/2026 09:51,positif,Google Maps
Riyantari Riyantari,5,Alhamdulillah lancar..,14/04/2026 09:48,positif,Google Maps
Kang. Paijo69,5,sangat memuaskan di keperluan,14/04/2026 09:30,positif,Google Maps
Tika - -,2,"setelah update, buka menu kecuali dahsboard utama susah banget. mau pesan aja nunggu lebih dari dua menit baru kebuka.",14/04/2026 09:21,negatif,Google Maps
Taufik Yahya,5,mantab,14/04/2026 08:55,positif,Google Maps
Fnu Mulyoko,5,tepat waktu,14/04/2026 08:54,positif,Google Maps
Fadhiels'men Chan,3,"percuma kasih rating kalo gak dibaca keluhan konsumen, untuk daerah daerah yang mitranya pake bentor tolong kasih opsi lain selain motor, bentor agak lama datangnya untuk org org yang udah kepepet jam masuk kerja",14/04/2026 08:53,negatif,Google Maps
asep millano,5,sangat baik,14/04/2026 08:52,positif,Google Maps
Dayra Ira,5,pokoknya mantap deh,14/04/2026 08:48,positif,Google Maps
Budhi Wyapi,5,Orang Baik,14/04/2026 08:45,positif,Google Maps
Budi Schwarzkrone,5,tepat waktu,14/04/2026 08:40,positif,Google Maps
Catur Astuti,5,tepat waktu....keren.,14/04/2026 08:40,positif,Google Maps
Andri Bastari,5,Palagoda (aPA yang Lo cAri Gojeg aDA,14/04/2026 08:39,positif,Google Maps
Akhayla Viveka qairenina,5,mantab,14/04/2026 08:03,positif,Google Maps
Suhar tini,5,terimakasih sudah membantu memudahkan transportasi kami,14/04/2026 07:53,positif,Google Maps
Mar Khamah,5,sangat memuaskan,14/04/2026 07:48,positif,Google Maps
Andika Pukimak ya,4,pedas,14/04/2026 07:44,positif,Google Maps
Rizal Lingkartama,5,cukup. membantu,14/04/2026 07:40,positif,Google Maps
Erika Merrysan,1,sekarang susah banget cari driver sering di cancel,14/04/2026 07:39,negatif,Google Maps
izul rahman,5,Apk sialan gw nyari dari tadi di cancel Mulu,14/04/2026 07:37,negatif,Google Maps
Mutholihani,5,sangat puas,14/04/2026 07:32,positif,Google Maps
alscha,3,"gajelas ni makin ksini, di kasih taunya tinggal berapa menit lagi sedangkan jalannya masih jauh, chat juga delay bgt ngirimny padahal jaringan bagus, saya juga harus relog terus tiap mau liat driver jalan apa tidak, kalau ga relog ya ga kliatan jalannya, saya chat driverny dia bilang jalan kok tapi di map ga jalan jalan.",14/04/2026 07:13,positif,Google Maps
Tri Atmi wardani,5,gojek murah,14/04/2026 06:52,positif,Google Maps
kurniawan syah,5,sangat membantu,14/04/2026 06:51,positif,Google Maps
Jacob Wattimury,5,Lancar & Aman 🤝👍,14/04/2026 06:51,positif,Google Maps
Maria Bernadette,5,oke,14/04/2026 06:49,positif,Google Maps
Mursid H,5,"Mudah di fahamai dan banyak pilihan, serta membantu dlm setiap keperluan.",14/04/2026 06:29,positif,Google Maps
Siti Rukminingsih _Minny,5,kenapa skrg pilihan GO-RIDE hemat udah ga ada padahal itu sangat membantu anak2 sekolah yg uang sakunya minim.. semoga nanntinya akan ada GO-RIDE hemat lagi,14/04/2026 06:19,positif,Google Maps
Hany Wahyuni,1,buat apa ada gojek hemat kalo pas mau dipake susah dapet driver,14/04/2026 06:09,negatif,Google Maps
Dedi Dedi sugiyawan,1,"aku isi pulsa aja gak sampe ,isi 2 x ternyata saldo kubketarik kuota .gak masuk ..",14/04/2026 06:07,negatif,Google Maps
M. Ihsan Putrasofyan,1,"kok saya pake mode booking cepat malah yg dapet jauh banget, yg deket deket ga ada yg mau ambil",14/04/2026 06:04,positif,Google Maps
agus kentus,5,sangat membantu perjalanan saya sangat cepat memilh rute,14/04/2026 06:03,positif,Google Maps
Ecell Daneca,1,"Driver susah didapatkan, bikin waktu kebuang² padahal lagi urgent",14/04/2026 06:00,negatif,Google Maps
Barir ozora Ozora,5,bagus,14/04/2026 05:58,positif,Google Maps
Gusmin cah semarang,5,OK banget,14/04/2026 05:52,positif,Google Maps
Zenal Zk,1,parah ko bisa ya pesen makanan sendiri???,14/04/2026 05:07,negatif,Google Maps
Maria Auxiliadora,1,BENERIN EGE SERVER NYA LAG MULU,14/04/2026 04:56,negatif,Google Maps
Alan Rifando (Nando),1,Maaf maaf maaf perlunya tidakan Bukan maaf kakak hdeh,14/04/2026 04:55,negatif,Google Maps
Yohanes Alexander,2,"dulu harga gojek bisa bersaing dgn apk lain loh murahnya, skg WOW udah paling Mahal diantara apk lainnya.",14/04/2026 04:39,negatif,Google Maps
tata Komar,5,sangat membantu,14/04/2026 04:35,positif,Google Maps
erza kurnia dwi putranto,1,"top up gopay tapi gamasuk masuk, harus nunggu 2 hari dulu aneh nih apps.",14/04/2026 03:36,negatif,Google Maps
Vio Daniel Putra,5,ok,14/04/2026 03:01,positif,Google Maps
nadila amelia,1,"saya isi saldo gopay 2 kali saya top up tapi gak masuk masuk, saya top up karna lapar",14/04/2026 02:06,negatif,Google Maps
Meta,4,"awal menggunakan aplikasi ini sangat lancar lama kelamaan bikin emosi waktu sya di luar kota pesen goride /gocar pd mlm hari ya krna kerja sering pulang mlm klu di luar kota itu sangat sulit mendapatkan driver kadang dapat tapi driver aneh posisi sudah dekat trs tiba2 posisi jauh² & driver tidak ada info sepertinya driver gak mau cancel tapi cancel dengan cara menjauh biar pelanggan yg cancel mnurut sya itu tidak baik krna nnti yg kena pelanggan nya,krna sering cancel pdahal sya gak suka cancel",14/04/2026 00:17,negatif,Google Maps
Bintang Suryadi,5,bagus,14/04/2026 00:09,positif,Google Maps
Aji saputra,1,sering gak dpt driver dimalam hari,13/04/2026 23:42,negatif,Google Maps
Eko Afianto,5,mantap,13/04/2026 23:21,positif,Google Maps
Cory Rosa Ismayanti,1,"Tidak dapat login ke aplikasi gojek walaupun sudah klik lupa pin, sudah email ke CS tapi tidak mendapatkan solusi. sedangkan di aplikasi gojek ada saldo gopay nya. Mohon dibantu permudah untuk perubahan pin menggunakan link melalui email atau kode otp melalui WA atau SMS.",13/04/2026 23:16,negatif,Google Maps
Afreo Dwi saputra,1,"TOLONG FITUR PENCARIAN DRIVERNYA DIPERBAIKI LAGI, DARI TADI PESEN GOFOOD CARI DRIVERNYA SAMPE 4 JAM GA ADA TERUS!!!!!!",13/04/2026 23:10,negatif,Google Maps
Vicky Gilang,1,"idih idih kapitalisss, ikut2an copy paste sistem double order app sebelah, padahal customer bayar ongkir, makanan hangat jadi dingin gara2 kerakusan kalian nyari margin gede tapi gada otak, driver juga dirugikan karena harus bentrok dengan kesabaran menghadapi customer dan cuma dapat tarif order yg terdelusi demi gaji 2 digit orang2 kantor kek kalian yg g guna itu. Saham GOTO otw gocapppp. Delisting dari bursa efek. Gojek karya anak bangsa otw gulung tikar!!!",13/04/2026 22:59,negatif,Google Maps
